"player_id","team_id","season","touches_total_opposition_box","launches_successful","duels_won","duels","goals_conceded_inside_box","tackles_total","passes_forward","passes_open_play","duels_ground","passes_backwards","passes_own_half_successful","dribbles_unsuccessful","tackles_lost","dribbles_successful","games_played","recoveries","launches_unsuccessful","minutes","foul_attempted_tackle","penalties_conceded","passes_own_half_unsuccessful","open_play_crosses_unsuccessful","yellow_cards","long_passess_successful","crosses_open_play_successful","passes_opposition_half_unsuccessful","short_passes_successful","through_balls","aerial_duels_won","key_passes","corners_won","touches","successful_passes_total","passes_rightside","long_passes_unsuccessful","goals_conceded_penalty","shots_total","goals_conceded_outside_box","assists_intentional","tackles_won","sub_on","short_passes_unsuccessful","lay_offs_successful","appearances","goals_conceded","passess_leftside","duels_lost","assists","loss_of_possession_total","crosses_corners_successful","fouls_conceded_total","passess_opp_half_successful","tackled","shots_off_target","interceptions","ground_duels_won","duels_ground_lost","clearances_total","sub_off","shots_blocked","total_fouls_won","handballs_conceded","passes_total","crossses_corners_unsuccessful","open_play_passes_successful","blocks","starts","duels_aerial","aerial_duels_lost","clean_sheets","passes_unsuccessful","goals_home","goals_away","goals_win","shots_on_target","lay_offs_unsuccessful","goals_right_foot","goals","goals_inside_box","offsides","goal_line_clearances","goals_head","woodwork_hit","throw_ins_to_own_player","own_goals","corners_taken","corners_into_box_unsuccessful","corners_into_box_successful","throw_ins_to_opposition_player","tackle_last_man","tackles_last_man","penalties_won","attempts_from_set_pieces","goals_left_foot","gk_distribution_successful","goals_outside_box","penalties_taken","penalty_goals","red_cards_total","goals_set_piece","red_cards_2nd_yellow","punches","saves_made_caught","saves_made","gk_smother","gk_distribution_unsuccessful","saves_made_inside_box","catches","drops","saves_made_outside_box","saves_made_parried","penalties_faced","last_updated"
261,6,2022,91,1,100,222,12,45,177,628,185,161,166,36,18,22,18,141,4,1568,9,0,28,7,1,21,3,110,494,8,17,25,4,1035,515,157,9,2,51,4,1,27,0,120,11,18,16,149,122,1,288,4,14,353,69,25,22,83,102,6,5,9,16,0,644,9,499,1,18,37,20,5,129,3,2,1,26,2,0,5,4,4,0,1,3,1,0,2,1,1,0,0,0,0,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-18
