"player_id","player_first_name","player_last_name","player_short_first_name","player_short_last_name","player_match_name","player_nationality","player_position","player_place_of_birth","player_known_name","last_updated"
261,"Rosemary Kathleen","Lavelle","Rose","Lavelle","R. Lavelle","USA","Midfielder","Cincinnati",,2024-04-04
